,predicted,stars,text
2516,5,5,"I totally agree with L.C.'s review.  Going to XCP made college seem like a breeze.  Yes, there were the typical high school dramatics, but I feel like the teachers were able to take a harder line on discipline, since they weren't in fear of getting in hot water with the public school district.  I had an overall great experience here, and I love meeting people all over the country that have gone to Xavier.  My last flight home, the person in the seat next to me went there, and we had tons of people/things to chat about.  It's fun to see where everyone has ended up, and it is fun to get together with fellow alums for drinks here in Chicago, and when I am back home in AZ.  I think it is so sad that the girls don't get to do freshman swimming, sophomore dances, or go to dockers anymore - those were some defining moments of my XCP career.  I don't know much about other private schools cropping up in the growing valley, but if I had kids, they would be headed to Xavier and Brophy!"
7051,5,5,Great pizza and awesome must have guacamole pizza appitizer!!!!
9508,5,5,"Such strange combinations of flavors, yet they taste so good.  We've been here three or four times and are never disappointed."
2536,5,5,This place is so good! I have eaten almost everything on the menu. It is not the fanciest of places but it is great to go with friends and buy a ton of delicious food for very little money. I would recommend this place I go often.
2468,5,5,"Stayed here one night while traveling to Phoenix for business.  What a cool hotel!  I've never stayed anywhere like this.

I didn't experience the 50's personally, but this place has really kept and captured that essence.  (And yes, it's been renovated.  This place was built in the 50's but it's not run down or anything like that.)

The room was nice, the pool looked great (never got to go...), the service was impeccable, the food at Zuzu was very good.  Old town Scottsdale is right around the corner, with great restaurants and bars.  What's not to like?"
8611,1,1,"The wash ain't bad....but the process to get it done is pathetic.  The ticket writers at the entrance move in slow motion. They try to upsell at every opportunity.  Four cars backed up waiting to order their service...and the crew is standing around with no cars going thru.
I'd rather drive my car dirty then endure the agony of incompetent management."
619,5,5,"I just love Chipotle. Fresh, yummy, spicy (if you want it to be). And the restaurant was clean a HUGE plus! My personal fav is the chicken burrito, no rice, no beans w/ fajita veggies, pico, cheese, sour cream, and lettuce. Guacamole and hot sauce on the side. So delicious!!! The person who did our order was so nice! It was my friend's first Chipotle experience! She was impressed by how big the burrito was. I'm glad I only live a few blocks away... because I will be back."
1568,5,5,"I used to shop her constantly when I live right across the street and I still make the drive up there, even though the prices are higher than Safeway. Why?

-The staff rocks. Need a certain type of wine? They know where to find it. Need a spice? That's covered too. Every employee is courteous, and most importantly, SPEAKS FLUENT ENGLISH.

-Their deli rocks my socks. Always fresh and always tasty, I've purchased more than a few dinners and have never been disappointed.

-The ready to cook stuff is delicious too. In the mood for some kind of meat stuffed with a vegetable and/or cheese? This is the place.

-I also loved the fresh food cooked every day right in the store. From BBQ to MASSIVE Sunday omelets, the choices are a plenty. Again, not cheap, but you certainly get your money's worth. Go early if you want the breakfast, they run out quick.

And you can buy good beer by the bottle! Dogfish Head rocks."
6111,5,5,"Does anyone know why their regular subs are $1 more than all the other Jimmy John's? Or is that just when it's delivered, instead of charging a standard delivery fee? I've noticed that with the other types of sandwiches too, and extras...the slim is $4 instead of $3.25, and extra avo is $1.75 instead of $0.75

That's not going to stop me from ordering though :-) Still love their sandwiches...they make the best veggie sub I've had. They load it up with veggies, whereas I have to ask for extra everything at a certain other sub chain and then they still barely put any on. I'd much rather pay a little bit extra for Jimmy John's :-)"
5502,5,1,Angry Bro Bar !  Please go here if you wear size smedium affliction shirts you will love it. The bar is lame. Kid you not there was not five minutes that went by where two people didn't try and fight each other.
399,5,5,I have passed this place for 20 years and had always heard good things. Well one night when we were kidless we went. It was pricier that we thought but we forgot the price once the meals arrived. We were both very impressed. Warm homemade bread. Awesome salads. I tried the escolar (it's a fish that a friend of mine loved but I had never tried it) and it absolutely melted in my mouth. My husband enjoyed his sausage and peppers. We will definitely go back!
7375,5,5,We love Roys. The service is usually outstanding and the food is wonderful.The ambience is nice and usually pretty hopping on a Saturday.  My water glass is constantly being refilled because the people Roy's employ are totally on the ball. We have dined here 8+ times over the past 2 years and have never had a mediocre meal. They also have a delicious vegetarian menu if you ask your server. The wine list is comprehensive and they are known for their creative cocktails.We have dined here on both special occasions and regular Saturday nights. It is kind of like being on vacation when we go since it is located in the gorgeous JW Marriott. ...definitely in my top three Phoenix area restaurants.
3556,5,5,"Very impressed! $5 pitcher until 5pm, and excellent healthy food at a good value. Free valet parking.  I look forward to coming back."
2615,5,1,"Great in its day, now leaves a lot to be desired.  Deserves credit as a Phoenix landmark Chinese restaurant.  

This restaurant has been here for 38 years.  I've been going here off and on for 35 years.  I go here more for sentimental reasons, and not so much for the food.  

The interior still retains some of the original decoration style from the original restaurant established nearly 40 years ago.  The rest of the decorations have been torn out.  I believe the decor is modeled after the Forbidden Palace in Beijing - see the vault-of-the-heavens style crenelations in the ceiling.  

I have this restaurant - in its former self - to thank for this:  Back in its day, this restaurant was really great, and the entire atmosphere lent to an ambiance that actually inspired me to study Chinese and then later go live over there for some years. 

Sadly, the food here is not all that good.  The fryer oil they use here is pretty old.  The fried rice arrives looking almost black (from the fryer oil?  too much soy sauce?) instead of a rich golden brown, and tastes overcooked somehow.  The eggrolls are just OK.  Definitely not fresh.

A lot of the menu items from the original owners are no longer on the menu; for example the special ""Chinese cakes"" served on a plate topped with a delicious gravy-like brown sauce and shallots - probably some form of Cantonese food.  All of this is gone, and replaced by very plain fare, and not very good at that.  

If you like salty, greasy, plain-tasting yet somehow edible Chinese food not far from the $1-per-scoop variety, then go here.  Golden Phoenix's heyday as a great restaurant is long-gone.  Let us bow our heads in sadness to a place that once was very good - now passed on..."
7747,5,5,"Hip hop sandwich shop.  Not a traditional dining experience.  Food was great, and prices were very great.  Everything on menu was under $10.  Mac and Cheese is worth ordering as an appetizer, and the BLT was rediculously delicious. 

I look forward to going back again, and probably again."
4646,5,5,"Wow, I am very impressed. The store is very big, and they seem to have it all - even the hard to find, odd items. It looks like everyone can shop here.

The store is mapped out and sectioned nicely too. Finding things is easy, and if you can't (or don't want to) the very friendly staff are there to help. It looks like they employ people who know a thing or two about the supplements also... so whether you are looking for: digestive health, immune support, weight loss, muscle building, herbs, beauty or whatever; they have it, and they can tell you about it! Pretty Good! 

You can even get a customer rewards card and build up bonus points to get discounts and stuff. And they can track your purchases with it should you ever (like me) loose your receipt!

What I am really impressed with though is their customer service and return policy. I did not expect them to accept a return and refund my money on 2 items that I purchased there because I lost the receipt. Especially, since I did not purchase it on a member card so they could not track my purchase either. I thought I would try my luck with it anyway and was hoping for an exchange. Well, the clerk was so nice to me. She said that it was no problem and would gladly refund my money (I didn't even ask for a refund)... and I had opened one product. I was speechless and felt a little guilty about it too - since it was almost a month that had passed (I really didn't think they'd take them back). Anyway, I told her that an exchange would be more than appreciated, and she said, ""No problem:-)"" again! So I very guiltily walked over to get some of the items I needed. They had them and they had them on sale - cheaper than I have ever seen and in more of a selection too. 

Needless to say, I walked out of there very happy (but feeling a bit undeserving). But that is what good - EXCELLENT - customer service is all about - exceeding the customer's expectations! 

This I my new store for all of my supplements and health & wellness needs. I recommend checking them out. They seem to have everything one could ever need. Plus, they have an entire wall (and more) dedicated to muscle, weight and fitness - if that is your thing! Also be sure to check out their website; they even have customer reviews & ratings! and product information/facts and ingredients. Really Cool!"
6226,1,1,"A couple Saturdays ago, went with my mom to get my name added to her accounts should the unthinkable happen. We first went to Chase which took all of ten minutes. The personal banker was great - in-out-done.  Then we headed to her Credit Union at approximately 10:00 AM. They were quite busy, apparently. When we checked in, I heard grumbling from other customers and asked the wait time.  I was told there were two people ahead of us in line and it ""shouldn't be long.""

30 minutes later, my mom went to ask how much longer it would take. Jennfer, who was manning the reception desk, dismissed her rudely in front of a lobby of customers. My mom is as sweet as tea in Tennesee, so to hear her called out in front of a lobby of people as a disruption was upsetting.  45 minutes later, I went up to ask if it would be much longer. Jennifer said curtly, ""We're busy."" Apparently, on Saturdays, they're busy and one should avoid transacting business there on the weekend. I don't recall being spoken to so rudely at even a fast food restaurant in recent years...

Another ten minutes or so went by (as did my deadline to make another appointment I had made), I was told it would be ""two more minutes"", as I had to go through their background check to be a member. They were having a difficult time with my Washington Driver License and the weird characters it has (an asterisk in part of the number). After all was said and done, over an hour later, I was approved to be a member and was successfully put as a signer on my mom's account.

I asked for Jennifer's card, as I told her I was not happy with the way she had spoken to me or my mother, and I intended to speak with her manager.  To that I received a reply she did not have one. The woman sitting next to her informed me she was the assistant manager and that they were busy on Saturdays. My biggest beef was this: If it was going to be an hour to speak with someone, tell me. I can make other arrangements or come in during the week. Being told first, ""It shouldn't be long,"" and then, ""We're busy"" is not an excuse. If the business is so overwhelming on Saturdays, perhaps it would be wise to staff more people, extend the hours, or inform people of the wait they're likely to experience because of the queue. Or don't open on Saturdays!

As a 20 year veteran of the service industry, I am very disappointed at the level of service Arizona Federal Credit Union provided my mom and me, but also all the other people I watched be dismissed like the Credit Union was doing them a favor. After doing some searching for a new home for mom's money, she can get a much better rate at a (four letter word forthcoming) BANK!

I'm normally a big fan of member-owned institutions, but based on the incredibly rude serviced I received from Arizona Federal Credit Union, I'd say go to a Credit Union or Bank where the employees actually read the mission statement that is painted on the wall behind them."
2889,1,1,"1 star for service and attitude.The food was delicious , but the staff was very hateful. I am writing this review. I don't remember the waitresses name but I do remember that she was short , hispanic , and she was pregnant at the time. She was incredibly hateful.So hateful and rude to me and my parents. I do know why she did this is because I am transgendered. I was wearing leggings and I was carrying a black polo purse. 

So I thought that this happened because of how I was dressed and how I looked , but that really wasn't the case.I went back 2 weeks later and I dressed differently. More ""manly"" (ha). Different waitresses , same great food , same hateful attitudes. I will stress to everyone reading this to save your time and money and go to a different pizza hut or a different pizza joint to get better service."
3876,5,5,"Fantastic venue! Province really adds a touch of class and elegance in a way that isn't pushy or over the top. Located in the Westin Hotel, the restaurant feels very modern! You can choose to sit inside in a beautifully decorated and spacious dining area or enjoy their fabulous patio with fireplaces and a great water feature. 

The food was unbelievable! I sampled their tuna and watermelon appetizer and fell in love - what an amazing combination that I'd never have thought of.

If the food isn't enough, the service is superb. Every interaction with the staff was excellent - you can tell they enjoy their restaurant and are happy to be there. 

I cannot wait to come back to Province as soon as possible."
2899,5,5,"I should have done this so long ago, but we forget our Doctor's need reviews too! I've sent my boyfriend, my family and my friend's to her. You should know about her too! I've been going to Dr. Bradley for 10 years! She is my all time favorite doctor because she is always bright, smiling, genuine and just overall warm! You want to thank her and hug her at the same time. Her staff is professional and friendly. Mandy at the front desk is wonderful at her job. I've followed Dr. Bradley to 2 locations and would never think of going anywhere else. She's helped me with everything from migraines to pnuemonia to well woman check ups to getting my gall bladder removed! What a versatile and knowledgeable woman she is! I take my son to her now and he isn't afraid to go in. Peace of mind knowing we will be treated well, and taken care of is all I could really ask for in a general doctor!"
5613,5,5,"I love Tempe Marketplace and frequent it regularly.  It has many dining, shopping, and entertainment options.  It is an outdoor mall and in the summer there are misters and in the winter heat lamps and a large fire pit.  It has stores that are usually only found in malls such as Tilly's, American Eagle, and Victoria's Secret, but also freestanding stores such as Target, Best Buy, and Ulta.  There are a large variety of restaurants and a Harkin's Movie Theater as well.  It is a great place to hang out with friends and see the local night life!"
9970,5,5,"This place is super cute lunch joint.  I had the sloppy joe special and it reminded me of a home cooked meal back in the day.  I ended my meal with a classic vanilla milkshake which was superb.  Oh yeah!  if you're in a hurry for a quick good sit down lunch, this place is it.  our food came out SO fast.  I will be returning shortly.

You also MUST check out the vintage clothing/ furniture in the room next door before you leave !"
6478,5,5,"There are a lot of places to visit on Mill Avenue . . . however, there is no place like Fat Tuesday!   When we visit Tempe, we always make it a point to stop at ""Fats"".   We have always visited before the night time crowd comes.  When we walk in the door, the bartenders remember us, suggest yummy drinks, ask about us . . . treat us like we are special.   We have struck up many conversations with other patrons who enjoy going to Fat Tuesdays as much as we do.  During the day it''s a great place to just get out of the heat, cool off with their daquiris and eat a delicious Po Boy.  Jason is our favorite bartender . . . and we have lots of laughs with him!   I am counting the days until weI will be back in AZ to go to Fat Tuesday!"
307,5,5,"I found this little hot spot on Yelp and used my phone to navigate me there; I wouldn't have found it otherwise.  This small establishment is hidden in a neighborhood right off of Historic Downtown Chandler.  It's a quaint little diner with modest décor.  I felt very comfortable there and the service was fast and friendly.  As I looked over the menu the first thing I saw was the Morning Monte and havarti cheese as one of the ingredients.  Cheddar isn't better; it's all about havarti folks!  I needn't look further; I knew that's what I was having.  Hawaiian bread French toast, bacon, turkey, egg and the havarti - absolutely delicious!  Can't wait to come back and bring everyone I know."
4229,5,5,"I'm not a fan of chains. I far prefer to find, and give my business to, new and interesting local fare. That said, there are a couple of chains I like and one is Texas Roadhouse.

Texas Roadhouse does two things really well: steak and portions. I can go to a Texas Roadhouse anywhere and get a well-made ribeye at a very reasonable price. It made not be ""fork tender"" or the same quality as a $50 ribeye, but it'll only cost me $18 and I know it will be far superior to any other, more expensive, chain steakhouse. But before I get that steak, I'll get peanuts, bread, salad, and sides. So I'll likely have half a steak for lunch the next day.

Like I said, well made steak and portions. I'm good with that."
930,5,5,"I realize L&L is a chain, but I love their food. My favorites are the Loco Moco and the BBQ Chicken. I also enjoy their haupia-filled donuts. The family that runs this place is very friendly and do a great job in making sure you will enjoy your meal. Go there."
3413,5,1,"I purchased the Enotria groupon when it was released last year and had a horrible experience at the restaurant.

1) I ordered a cheese platter. The platter was very much overpriced at over $18.00. The most problematic thing is that Enotria ordered the food from another restaurant on Mayo Blvd and had it delivered to them. The same is true with Pizza. If you order pizza there, it will be delivered from another restaurant in the Mayo shopping plaza. Enotria is taking a significant markup on the food because they are paying another vendor for it. AVOID THIS!!

2) Another disturbing aspect of the visit was that we were served disproportionately small portion because we were using a groupon. We ordered two glasses of red wine. The waiter (who also happened to be the owner) served us a glass that was 1/3 of what is typically served.

The only positive aspect of Enotria is that they have a good selection of wines. To be sincere, you are much better off going to a more reputable establishment in the area like White Chocolate Grill.

Oh, also keep in mind that the current owner bought the restaurant over a year ago. It has changed ownership several times and the overall quality is suffering because of this.

AVOID."
1268,5,5,"Tucked on the western edge of the Foothill Acres neighborhood in North Phoenix or what I would call ""The Slope"", Try Me Bicycle Shop has been in business for nearly 40 years and has been collecting the odd part for every type of bike over that time. 

The showroom is filled with cruisers and comfort bikes, new and used. No high end bikes here but they do have an inventory of old and hard-to-find parts, good service and free air that makes this place."
5112,5,5,"Gymboree, many years ago I brought my first son to Gymboree quite often and really enjoyed.  Never thought I would be back, but now we have another gymboree tike and he loves it.  

I am very happy to have been reintroduced to Gymboree and have already made plans to go again with my son next week.  The instructor made it look easy and really communicated very well with both parents and children. 

Thinking about Gymboree now, my only regret is that I know someday my boy is going to outgrow it, and I want these times to last forever."
5543,1,1,"This review is for the bar only.
I had a date last week and was looking for a local bar to grab drinks at. I called Cycle on Wednesday and was told they would be open until at least midnight on Friday, and the guy was very nice. Friday arrives, and I take my date there, and when we enter the bar, the bartender makes a gas face and says they are closed for the night. I told her that I called just two days earlier and she just stared at me. No attempt at fixing anything, nada. One drunken patron at the bar yelled to open the bar back up, but I was over it. Well done cycle."
1479,5,5,"Lived in house for 9 years and just thought was time to replace the carpeting, had used some of those ""$99 room"" services over the years for routine cleaning, met Ray Odom, Owner of Hydro-Pro, and gave them a crack at cleaning the carpets before I replaced them. I was Amazed at results, by the time they were done the carpets looked brand new, took their time and did incredibally throrugh job.  Great service at reasonable price-well worth it. My carpet cleaner from now on."
600,5,5,"After reading the great reviews and getting plenty of recommendations to try Fez, I had the awesome opportunity to test it out last night at my first Yelp event and I am in love!  From the bright decor to the delicious food to the amazing service (I mean everyone who works there actually looks like they enjoy their job and are having a good time!) this place is 5 star.  

I love the cozy lounge feel and could easily see myself enjoying several hours of delicious cocktails and conversation with friends.  This would be a great spot for dinner, drinks, or even an event (another Yelp event please!).

Highlights:
Tasty drink menu
Fabulous wicker tables and trendy IKEAish style
Great part of town
Sexy servers...dang

Impress someone: Take them to FEZ!"
4978,5,5,"Great Pizza. Great Service.

We've been here a few times since it opened. And always look forward to going. We have never had a bad experience. Each time has been great. Our waiter Dave was perfect, always on the ball."
5896,1,1,Worst customer service of any grocery store I've ever been in.  EVER!  I'd rather go to any other Safeway or any other grocery store.  I'll drive the extra 10 miles just to avoid this place.
4189,5,5,"Hands down the best spa I have visited in the state and perhaps the nation. 

Massages were amazing.

Drinks and brunch were amazing.

Staff went out of their way to take care of our every need.

Went at 11 am to relax for the day and stayed until 5pm which is unheard of for me at a spa once the initial massage has taken place, but this place kept me going all afternoon with the plunge pool, sauna and steam. Also, the pool and spa hot tube outside were amazing. I honestly cannot say enough about AJi and its wonderful staff.

I will return"
287,1,1,"First, I hope La Fonda management reads these reviews and takes steps to improve their restaurant.  Second, we miss the bloody mary bar too.  Hubby & I visited LF a few weeks ago on a Saturday night for dinner. We asked the waitress a general question about a beer and she made something up that was ridiculously wrong.  Okay, she doesn't know beer.  We liked the chips & salsa, it was a good start, then I took a sip of my water.  What the?  I know what Tempe tap water tastes like, but this was weird.  The aftertaste made me cringe, I couldn't drink it, even with a slice of lemon in it, maybe it was the ice.  Hubby ordered chicken enchiladas, which he orders practically everywhere, and it was so bad he didn't finish it.  My meal was not memorable either.  I wanted to love this place, or at least like it.  We walked out of there terribly disappointed, I doubt we'll go back."
8537,5,5,"AMC Esplanade is by far the most successful navigator of the new ""Dinner and a Movie"" blue ocean the theater industry is starting to penetrate (that's right, I just referenced Blue Ocean Strategy, get over it).  No, it's not an extremely enlightened idea. I've been sneaking Bacardi into theaters since 2003 so it's about time theaters realize they should probably attempt to turn a profit off of it, but AMC really upped the game by not only providing me the option of purchasing alcoholic beverages from THEM, but also upgraded chairs, and a ton of delicious food (Including the obligatory $4 box of candy which is hilarious sitting next to a $9 burger. Like ""Don't mind this $9 full meal over here, we still stand firm that Gummi Bears are worth their weight in gold."")

Yes, it's more expensive than a regular ticket. Almost double for the nice seats. But trust me, YOU WANT THOSE SEATS. You will regret not getting the $15 seats if you don't buy the $15 seats so just pony up the cash and delight in the fact that movie theaters are now almost as comfortable as watching a movie in your own home. 

This theater is so nice it even makes bad movies tolerable. I saw The Master here and probably would have stabbed myself in the eye with my embezzled Bacardi flask if I didn't have a comfy recliner and three glasses of wine to get me through it. I seriously won't go to a movie anywhere else and I guarantee you'll say the same once you go. FIVE STARS."
8685,5,5,"The new Kale salad is to die for! 
I love this place! Every time we have lunch here it is busy but somehow the staff always finds us a seat! The food is always really good and the speed in which you get it is amazing. This is the best lunch place in the valley!"
2944,5,5,"Kindred Spirits has closed their doors. It is a sad thing that we on the west side of Phoenix cannot support such a friendly and community oriented business, AND one that gave you the option to drop by for a quick coffee or for a more complete dining experience. The live music on the weekends was also something a bit rare for our side of town, and will be missed. Richard and Debra did a marvelous job updating the space, and making it a warm and welcoming place. I am sorry that Youngtown has lost this business."
2999,5,1,"I can't even believe I actually went to this restaurant.  My feeling was that if the Tommy Bahama clothing and its wearers were any indication of the dining experience, it was going to be unoriginal and in poor taste.  Alas my friend wanted to go there was his birthday lunch so....  Let me be clear that I'm not a food snob at all.  Just last week I enjoyed a lunch of Nachos Bell Grande and a bean and cheese burrito at Taco Bell very, very much.  That was far superior to this lunch at Tommy Bahama. 

The decor was comfortable and breezy.  Everything else  - not so much.  1st it's nice that they bring you bread and butter, but a sweetly flavored butter?  Why mess with the pure goodness of butter?  The glass of lemonade I ordered was sickeningly sweet, and I am a notorious for my sweet tooth.  It was undrinkable until I cut it with water.  The coconut shrimp also had an overly sweet sauce.  So much so that we could each only eat 1 of 6 shrimp.  I got the crab bisque which was crazy salty, and in my opinion, contained previously frozen hence rubbery crab meat.  

As it was my friend's birthday, they brought him a complimentary dessert.  Very nice. He got the newest one which was some sort of chocolate/caramel-filled cake with oreo crust, chocolate mousse topping, sprinkled with crushed Heath bar.  Sounds good, right?  Vile, absolutely vile.  Overly sweet except for the oreo crust that was saturated in butter.  On an update note - it was not the nasty sweet butter they serve with the bread though.    

My final issue was with our young, highly attentive server.  He was very sweet and well-intentioned.  However I feel that every server in the world needs to stop speaking to customers in the collective.  Don't say ""are we enjoying our coconut shrimp?"" or ""are we ready for dessert?""  Unless I've badly misinterpreted our relationship, ""we"" aren't doing anything together. Just a pet peeve -  I still tipped him 22% and kept my mouth shut about this odd little quirk.  

oh and the bill for coconut shrimp appy, quesadilla, cup of crab bisque, lemonade and glass of white wine?  $52.  for lunch.  

Tommy Bahama and I just didn't work out at all."
1985,5,5,"Dr Brodkin is one of the greatest doctor out there.  She was voted two years in a row for arizona foothill top doctor and it shows!!!  She is caring, and overall great doctor.  She moved her office last year and wow did she change for the best.  The staff is great her new nurses i love love love....i recommend Dr Brodkin to anyone who need  a GYN...."
1372,5,1,"No offense to everyone who gave this place 5 stars, but the Tempe Cinema staff needs a swift kick in the ass. During school hours, this place is regularly crawling with hooligan truants. Maybe those who run this theatre want to ensure they will have a steady stream of staffing options from the dropouts who use it as a hideout. Losers."
5588,5,5,"Best cupcakes ever. I can't get enough of the Strawberry and Red Velvet. They even have a gluten free Red Velvet! Order several to take home. They will give you a zip-loc bag that keeps them fresh and moist for days! I'm addicted. Not cheap, about $22 for 6 but when you taste them, who cares...."
5812,1,1,I wouldn't send my worst enemy to this place.
3710,5,5,"Having just moved to Scottsdale, I had seen Four Peaks brews at local restaurants and couldn't wait to try it. My bf and I visited the brewery after a long day at the Phoenix Zoo. The location was easy to find with plenty of street parking (although it could be difficult during peak hours). We found a nice table on the half-indoor seating area. The ambiance was very cool, with a converted loft warehouse sort of feel.

The bf had the beer sampler, which I helped myself to some sips of. I ordered a pint of the Kilt Lifter, which was a great deal during happy hour. Next, I tried the Pumpkin Porter (full price, even during happy hour). Foodwise, I had the pub fish and chips, which are battered in Kilt Lifter, and the bf had the french dip. Both items were on par with good quality pub fare.

Kilt Lifter: great medium brew, very smooth. The type of beer you could drink every day and never tire of. Pumpkin Porter: we loved it so much, we purchased a growler so we could take some home! Note: there is an extra charge for filling up a growler with a seasonal brew. $4 for the growler itself, $10 for beer, and $5 seasonal charge. Normal refills of growlers are $10.

I am a beer lover. I have spent time living in Munich and drinking some of the best beers in the world. You can't go wrong with Four Peaks brews. Next stop, North Scottsdale location. Closer to home and hopefully just as great!"
69,5,5,"I had looked at several invitation websites along with catalogs with no luck in finding just the right balance of wedding colors/design.  Thomas at Alphagraphics helped me every step of the way of designing and printing our wedding invitations and programs.  I knew I wanted a booklet-style, but needed a little design creativity from Alphagraphics which they nailed!  I highly recommend Alphagraphics to anyone needing any print work done - not just wedding invitations.  Thomas and his crew are stellar!!"
632,5,5,"Let's be honest, when you walk into a tanning salon if you have high hopes you'll expect to see a nice person behind the counter who is friendly and can tell you the prices for packages and the max times on the beds.  If you have low expectations you'll expect a bored teenager who hands you a price sheet and stares at you looking bored.

Walking into the Total Tan I had pretty good expectations based on the reviews and even those were blown away.  Dallas was the person who helped me (I think he's one of the owners?) and he was sooooo friendly and knowledgeable I spent more than I was originally planning but I feel good about it actually.

I had looked at the pricing online so I had an idea of what I wanted but he explained things about the beds that I never knew and that none of the other salons I'd been to had ever told me.  He was super personable too, even asking for my name just during his explanations of everything before I had committed to buying anything.  He made sure I knew every detail of the beds, the differences, gave recommendations and was never pushy with any of it.  During our conversation several people came in and he always asked my permission first to take care of them and I don't think he had to ask for their names once, a good sign that he pays attention and remembers his customers.

I could go on and on because I was so impressed with his service and also the location itself (super clean, trendy, nice extras in the rooms like baby wipes and extra towels) but I think you get the point by now.  Just check this place out, you'll be happy you did."
3486,5,5,"BEST PANCAKES!!! We want the recipe. They're newly remodeled and better than ever. Always great bagels but now they have added more menu items, more choices. Great food, great people!"
9627,1,1,"My wife and I were looking for a particular type of rose for our garden. We called this location and asked if they had it in stock and what the price was. They said they did and quoted us a price of $24.99 for a gallon sized plant. Good to go. We drive there and find the rose bush but it is listed as $44.99. So we go to the front and say that  we had called and driven 30 minutes to get this rose and we were told ""Oops...sometimes the  prices on my list up front right"". No sh!t Sherlock. So...will you honor the price quoted? NO. 

So we drove down the street to A And P Nursery on Baseline west of Lindsay and got the same size plant that they were selling for $44.99 for $16.99. 

Don't waste your time with these rip-off artists."
3272,5,5,"I LOVE LOVE me some Joe's real bbq!!  They have the best ribs in town and their bake beans are amazing!  There's little pieces of meat mixed in with the beans and it's sooo good.  Their mac and cheese is great as well as their corn.  Pretty much everything is great here.  

The first time I went here was when I first moved out to AZ back in 2006.  My fiance took me here because he knows I'm a bbq fanatic, and I swear I though to myself, ""What is this place?  A cafeteria?"".  I did not expect the food to be any good at all.  Well, was I took quick to judge!  Taught me never to judge a book by it's covers again!  Even though you get in line, pick up a tray and order your food like you would to the lunch lady in HS, the food is the best.  They even have an outdoor seating area with trees and lights.  It makes you feel like you're at a nice park having a nice bbq.

Joe's is hands down my favorite bbq joint in the valley.  Nothing tops this.  Anything you order is amazing.

Oh, and try their chocolate chip cookie.  Soft and melty and so so good!"
8804,5,5,"This was the first place my husband to me out to eat out when we started dating, OMG I loved it. The staff is always extremely nice prompt at this location, we enjoy their food and I epically am in love with the 99 cent margaritas they are the best. We always have a wonderful time here new and old memories."
2987,5,5,Great iced tea. Terrific Roast Beef and mashed potatoes. Love the biscuits. You can't go wrong at Cracker Barrel.
9726,5,5,"I have played this course two times now.  From the moment you pull up, you feel like you are at a private course.  The staff is very friendly and professional.  The views are breathtaking and both times I have played, the course has been in impecable shape!  

The course is challenging, but still enjoyable.  Lots of holes that are down hill (great for long tee shots!).  This is one of my favorite courses in the area!"
1786,5,5,"If you ever want to instantly ""up"" your cool factor with a friend or date, meet them at the Lost Leaf. The mere fact that there is no external sign (other than the tacky ""open"" sign indicating that it is, indeed, the lost leaf) you would probably never have any idea that the best neighborhood bar in Phoenix is inside. When i am asked to describe the lost leaf to someone who has never been before, it is basically a big open house with the most well-stocked beer fridge you have ever seen.

No cocktails or draft, but for atmosphere and quality of beer selection, lost leaf is by far my favorite place to meet people in dtown phoenix."
5837,5,5,"Love their pizza and atmosphere. Their Caesar salad is really good too. They had a great deal during the summer, where we got 2 salads, 1 large pepperoni pizza and a bottle of wine for $40."
3819,5,5,"Ever since I was diagnosed with a Gluten intolerance, Chipotle's yummy burrito bowl has been my constant companion. The barbacoa is seasoned well and works even better with a kick of the Chipote Tabassco sauce!"
4392,5,5,"I love my eye doctor!  Platonically, of course.  The entire staff is relaxed, friendly, easy going, and personable.  No one ever makes you feel rushed but instead take time to make sure that everything is okay, that you've thought of everything, gotten all of your questions answered, and had plenty of time to make decisions and think.  The doctor takes time to get to know you and to talk about how you use your eyes (staring at the computer, sports, etc).  The assistants try to think of things from your point of view so they can volunteer useful information and ask a lot of specific questions while doing so.  This place treats you like family.  There's a broad range of styles, but mostly, they're fashionable frames.  When I go in, I see a lot of kids, young adults, and 20 and 30-somethings as well as the older patients who so often come to need glasses.  Horwitz costs a little more than the mall chains, but my prescriptions have been consistently better thanks to the doctor taking time, the lenses are much higher quality, and the frames are worlds better in terms of availability of things that aren't ugly and durability."
8578,5,5,"So much food for so little money, and they have kids meals that the kids will actually eat.  If you do not like what they offer in the cafeteria you can get food downstairs like Pizza and hotdogs...what kid does not like Pizza or a hotdog?

I had the meatballs and mashed potatoes and they were so good.  I wish there was something bad to say about eating in a furniture store cafeteria, but there really is not - it was great food, great service and fun for the kids (there is a play area with a TV that they can eat at too (so the parents can enjoy their food too)

My wife had the herb chicken and it looked great too, and she said it was really tasty too.  She loved it.  The desserts were amazing too, and very filling --- SO MUCH FOOD for SO LITTLE THE MONEY!

I wish it was not so far away from Queen Creek, or I would hit it up so much more often!"
1404,5,5,"Excellent customer service, super clean, and the food's not bad at all.  Despite the fact that I asked for extra mayo on my sammy, but got NO mayo, was a little annoying.  But, for some reason, something told me to pick up some packets of mayo.  So I was in the clear and my annoyance never gained traction into anything that prevented me from returning.  That, and the sandwich was pretty yummo.  They also give a pickle and a free bag of chips to go with it.

I do not, however, recommend the chocolate chip cookie.  No bueno."
